Query	Quality Threshold	Repetition	Unfairness
Query 1	θ = 0.48	182937	0.01
Query 3	θ = 0.78	178128	0.081019
Query 2	θ = 0.78	111935	0.05
Query 3	θ = 0.78	27981	0.145382
Query 2	θ = 0.88	114064	0.039488
Query 2	θ = 0.48	16154	0.02
Query 3	θ = 0.88	187686	0.164570
Query 3	θ = 0.28	17933	0.01
Query 3	θ = 0.88	132575	0.182798
Query 2	θ = 0.98	96296	0.062542
Query 3	θ = 0.88	37591	0.225027
Query 1	θ = 0.88	60915	0.277605
Query 1	θ = 0.98	128548	0.279216
Query 2	θ = 0.48	44524	0.01
Query 2	θ = 0.28	94310	0.01
Query 1	θ = 0.28	170893	0.01
Query 1	θ = 0.48	49871	0.055031
Query 2	θ = 0.88	173048	0.018996
Query 1	θ = 0.28	84972	0.01
Query 2	θ = 0.98	33869	0.027857
Query 2	θ = 0.28	76276	0.01
Query 1	θ = 0.28	78508	0.01
Query 3	θ = 0.88	188282	0.164394
Query 2	θ = 0.88	190121	0.013839
Query 3	θ = 0.88	96366	0.197005
Query 2	θ = 0.78	9415	0.007607
Query 2	θ = 0.88	36945	0.074610
Query 3	θ = 0.88	123291	0.186263
Query 1	θ = 0.28	126012	0.01
Query 1	θ = 0.28	23354	0.01
Query 3	θ = 0.88	51694	0.217643
Query 1	θ = 0.48	29727	0.067651
Query 1	θ = 0.48	70396	0.042821
Query 2	θ = 0.48	194283	0.01
Query 2	θ = 0.78	189691	0.02
Query 2	θ = 0.48	188930	0.02
Query 2	θ = 0.78	177970	0.03
Query 1	θ = 0.28	144777	0.01
Query 1	θ = 0.88	107739	0.252976
Query 2	θ = 0.88	162235	0.022424
Query 3	θ = 0.88	59307	0.213841
Query 3	θ = 0.28	111191	0.01
Query 1	θ = 0.48	183357	0.01
Query 2	θ = 0.28	98063	0.01
Query 1	θ = 0.98	93917	0.253812
Query 2	θ = 0.78	190100	0.02
Query 3	θ = 0.78	138521	0.095460
Query 3	θ = 0.98	147252	0.224633
Query 2	θ = 0.28	89181	0.01
Query 1	θ = 0.78	157756	0.110542
Query 3	θ = 0.98	189216	0.243137
Query 2	θ = 0.88	181553	0.016381
Query 1	θ = 0.88	197421	0.214240
Query 2	θ = 0.88	106118	0.042598
Query 2	θ = 0.28	137427	0.01
Query 2	θ = 0.78	69410	0.04
Query 1	θ = 0.88	18597	0.304412
Query 3	θ = 0.78	184098	0.078964
Query 3	θ = 0.88	101601	0.194820
Query 1	θ = 0.78	123412	0.131331
Query 2	θ = 0.28	187939	0.02
Query 3	θ = 0.78	102600	0.109957
Query 2	θ = 0.98	120714	0.072438
Query 2	θ = 0.48	57619	0.01
Query 1	θ = 0.98	128145	0.278956
Query 3	θ = 0.48	119503	0.01
Query 1	θ = 0.28	24547	0.01
Query 3	θ = 0.78	118836	0.103213
Query 3	θ = 0.48	32876	0.048549
Query 2	θ = 0.78	197483	0.01
Query 1	θ = 0.98	38198	0.197593
Query 1	θ = 0.28	22569	0.01
Query 2	θ = 0.98	8638	0.007974
Query 2	θ = 0.48	20253	0.01
Query 3	θ = 0.28	38326	0.02
Query 3	θ = 0.48	197399	0.01
Query 2	θ = 0.88	128496	0.034049
Query 3	θ = 0.88	50061	0.218469
Query 1	θ = 0.78	168926	0.104188
Query 3	θ = 0.98	117621	0.208617
Query 2	θ = 0.88	127207	0.034520
Query 2	θ = 0.88	110153	0.041003
Query 1	θ = 0.78	36278	0.194075
Query 3	θ = 0.28	128762	0.01
Query 1	θ = 0.98	42894	0.203353
Query 3	θ = 0.98	134312	0.217987
Query 3	θ = 0.48	52641	0.033817
Query 1	θ = 0.48	56111	0.051242
Query 2	θ = 0.78	21551	0.002772
Query 1	θ = 0.28	153497	0.01
Query 3	θ = 0.78	16396	0.151652
Query 1	θ = 0.88	98274	0.257684
Query 2	θ = 0.48	91574	0.01
Query 2	θ = 0.48	59869	0.01
Query 1	θ = 0.78	156528	0.111254
Query 1	θ = 0.88	122405	0.245974
Query 2	θ = 0.88	50634	0.067493
Query 3	θ = 0.48	63356	0.026069
Query 2	θ = 0.78	85089	0.04
Query 1	θ = 0.98	186980	0.311655
Query 1	θ = 0.28	163504	0.01
Query 3	θ = 0.98	57693	0.164975
Query 1	θ = 0.98	14264	0.164346
Query 1	θ = 0.28	26226	0.01
Query 3	θ = 0.28	54411	0.01
Query 3	θ = 0.88	100125	0.195431
Query 1	θ = 0.98	70597	0.233146
Query 3	θ = 0.88	20576	0.234594
Query 1	θ = 0.88	95046	0.259287
Query 1	θ = 0.28	181738	0.01
Query 1	θ = 0.28	152713	0.01
Query 1	θ = 0.98	54626	0.216713
Query 3	θ = 0.88	33840	0.227071
Query 1	θ = 0.78	134767	0.124241
Query 2	θ = 0.78	45118	0.04
Query 2	θ = 0.88	3214	0.094201
Query 1	θ = 0.48	135942	0.009908
Query 3	θ = 0.78	5743	0.157638
Query 1	θ = 0.48	2909	0.085435
Query 2	θ = 0.78	24982	0.001352
Query 2	θ = 0.48	90175	0.01
Query 2	θ = 0.98	22770	0.019647
Query 1	θ = 0.98	64730	0.227352
Query 2	θ = 0.28	114283	0.01
Query 2	θ = 0.28	51813	0.01
Query 3	θ = 0.98	138171	0.220022
Query 3	θ = 0.78	173628	0.082580
Query 3	θ = 0.88	118921	0.187932
Query 3	θ = 0.88	158830	0.173647
Query 3	θ = 0.88	16606	0.236941
Query 3	θ = 0.28	179930	0.01
Query 2	θ = 0.98	176654	0.090270
Query 1	θ = 0.28	11649	0.01
Query 3	θ = 0.88	134787	0.181996
Query 3	θ = 0.88	46149	0.220492
Query 2	θ = 0.88	76534	0.055151
Query 3	θ = 0.78	30457	0.144067
Query 3	θ = 0.88	78353	0.204871
Query 3	θ = 0.88	45442	0.220862
Query 2	θ = 0.88	24195	0.081620
Query 2	θ = 0.28	44232	0.01
Query 3	θ = 0.88	155827	0.174652
Query 3	θ = 0.28	85018	0.01
Query 2	θ = 0.78	30068	0.05
Query 3	θ = 0.28	117764	0.01
Query 3	θ = 0.48	11254	0.064832
Query 2	θ = 0.48	191054	0.01
Query 2	θ = 0.28	94379	0.01
Query 3	θ = 0.28	60090	0.01
Query 3	θ = 0.98	27839	0.134676
Query 1	θ = 0.48	110449	0.022142
Query 3	θ = 0.48	65361	0.024640
Query 2	θ = 0.88	81035	0.053145
Query 1	θ = 0.28	88224	0.01
Query 3	θ = 0.78	185662	0.078435
Query 1	θ = 0.48	7798	0.082105
Query 2	θ = 0.78	51627	0.04
Query 2	θ = 0.28	108808	0.01
Query 1	θ = 0.48	26855	0.069500
Query 2	θ = 0.28	54418	0.01
Query 2	θ = 0.88	163671	0.021963
Query 2	θ = 0.48	186608	0.01
Query 2	θ = 0.88	174950	0.018406
Query 3	θ = 0.28	95542	0.01
Query 2	θ = 0.98	101597	0.064824
Query 3	θ = 0.48	144723	0.01
Query 2	θ = 0.78	170825	0.03
Query 2	θ = 0.28	39293	0.01
Query 2	θ = 0.98	177127	0.090399
Query 1	θ = 0.88	149490	0.234025
Query 3	θ = 0.28	157060	0.01
Query 3	θ = 0.98	196173	0.245829
Query 2	θ = 0.98	150228	0.082561
Query 1	θ = 0.98	185508	0.310941
Query 1	θ = 0.98	23128	0.177460
Query 3	θ = 0.78	5435	0.157811
Query 3	θ = 0.98	52234	0.159972
Query 3	θ = 0.88	65051	0.211046
Query 2	θ = 0.78	101559	0.04
Query 2	θ = 0.98	134257	0.077298
Query 2	θ = 0.48	25835	0.01
Query 3	θ = 0.98	47258	0.155212
Query 3	θ = 0.88	199473	0.161092
Query 3	θ = 0.98	106136	0.201577
Query 2	θ = 0.28	37440	0.01
Query 1	θ = 0.78	194072	0.090531
Query 2	θ = 0.78	67235	0.03
Query 2	θ = 0.78	73041	0.02
Query 2	θ = 0.98	139101	0.078948
Query 1	θ = 0.98	79220	0.241178
Query 2	θ = 0.28	86408	0.01
Query 3	θ = 0.48	130656	0.01
Query 2	θ = 0.28	170725	0.01
Query 2	θ = 0.48	189952	0.01
Query 2	θ = 0.98	193178	0.094589
Query 3	θ = 0.88	48763	0.219140
Query 2	θ = 0.88	59791	0.062959
Query 2	θ = 0.28	140970	0.01
Query 2	θ = 0.88	27943	0.079508
Query 1	θ = 0.48	44552	0.058305
Query 2	θ = 0.48	47701	0.02
Query 2	θ = 0.78	147428	0.03
Query 3	θ = 0.78	28601	0.145048
Query 1	θ = 0.78	37453	0.193115
Query 3	θ = 0.48	179145	0.01
Query 2	θ = 0.48	179293	0.01
Query 1	θ = 0.78	82945	0.158476
Query 2	θ = 0.98	19021	0.016689
Query 2	θ = 0.28	47323	0.02
Query 1	θ = 0.78	76085	0.163400
Query 3	θ = 0.48	113521	0.01
Query 3	θ = 0.88	149819	0.176689
Query 3	θ = 0.78	136473	0.096252
Query 2	θ = 0.28	182146	0.01
Query 1	θ = 0.78	151907	0.113949
Query 2	θ = 0.78	25065	0.001318
Query 2	θ = 0.88	122019	0.036445
Query 2	θ = 0.98	106915	0.067038
Query 2	θ = 0.28	144986	0.01
Query 2	θ = 0.28	15146	0.01
Query 2	θ = 0.88	88754	0.049790
Query 2	θ = 0.88	36290	0.074961
Query 3	θ = 0.98	188009	0.242662
Query 2	θ = 0.78	161842	0.03
Query 3	θ = 0.98	180185	0.239498
Query 3	θ = 0.98	104853	0.200757
Query 1	θ = 0.48	63694	0.046711
Query 2	θ = 0.48	66779	0.01
Query 1	θ = 0.98	75622	0.237894
Query 1	θ = 0.88	132753	0.241261
Query 3	θ = 0.78	90893	0.115013
Query 1	θ = 0.88	14716	0.307077
Query 2	θ = 0.98	182770	0.091904
Query 3	θ = 0.78	174154	0.082398
Query 1	θ = 0.28	9302	0.01
Query 3	θ = 0.78	151221	0.090666
Query 1	θ = 0.48	32408	0.065936
Query 3	θ = 0.28	189186	0.01
Query 1	θ = 0.88	17466	0.305184
Query 2	θ = 0.98	135687	0.077784
Query 3	θ = 0.88	46936	0.220082
Query 3	θ = 0.48	71693	0.020171
Query 2	θ = 0.98	67720	0.048628
Query 3	θ = 0.98	111154	0.204715
Query 1	θ = 0.48	173424	0.01
Query 3	θ = 0.78	28677	0.145008
Query 1	θ = 0.78	116071	0.136032
Query 2	θ = 0.78	99940	0.03
Query 1	θ = 0.98	129128	0.279593
Query 2	θ = 0.88	24377	0.081519
Query 1	θ = 0.98	140326	0.286629
Query 2	θ = 0.28	25751	0.01
Query 2	θ = 0.98	44941	0.035265
Query 1	θ = 0.98	60932	0.223471
Query 1	θ = 0.78	16188	0.204794
Query 1	θ = 0.28	76438	0.01
Query 2	θ = 0.98	129170	0.075523
Query 3	θ = 0.48	162528	0.02
Query 2	θ = 0.48	45646	0.01
Query 1	θ = 0.98	139966	0.286415
Query 3	θ = 0.48	19440	0.058566
Query 3	θ = 0.48	112355	0.01
Query 3	θ = 0.98	26254	0.132846
Query 3	θ = 0.48	26830	0.053015
Query 2	θ = 0.88	118459	0.037797
Query 2	θ = 0.78	110048	0.03
Query 3	θ = 0.98	124796	0.212761
Query 2	θ = 0.48	78266	0.01
Query 2	θ = 0.78	49547	0.04
Query 1	θ = 0.98	157265	0.296502
Query 3	θ = 0.88	138857	0.180525
Query 3	θ = 0.78	192423	0.076154
Query 2	θ = 0.28	69542	0.01
Query 1	θ = 0.88	173812	0.223597
Query 1	θ = 0.78	150492	0.114782
Query 2	θ = 0.88	33994	0.076193
Query 2	θ = 0.28	110143	0.01
Query 1	θ = 0.98	165828	0.301139
Query 3	θ = 0.88	96879	0.196786
Query 3	θ = 0.98	195207	0.245460
Query 3	θ = 0.78	3337	0.159012
Query 2	θ = 0.88	4533	0.093374
Query 2	θ = 0.48	75932	0.02
Query 2	θ = 0.88	75582	0.055579
Query 3	θ = 0.78	121441	0.102165
Query 3	θ = 0.48	119489	0.01
Query 1	θ = 0.48	16864	0.076035
Query 3	θ = 0.48	59265	0.029005
Query 2	θ = 0.98	162045	0.086146
Query 2	θ = 0.28	32169	0.01
Query 1	θ = 0.78	173532	0.101621
Query 1	θ = 0.28	39425	0.01
Query 2	θ = 0.48	98515	0.01
Query 1	θ = 0.98	88363	0.249218
Query 3	θ = 0.88	30787	0.228768
Query 3	θ = 0.28	145853	0.01
Query 1	θ = 0.28	59864	0.01
Query 1	θ = 0.28	19648	0.01
Query 3	θ = 0.28	170555	0.01
Query 1	θ = 0.98	128628	0.279270
Query 2	θ = 0.98	107418	0.067245
Query 2	θ = 0.98	44738	0.035136
Query 1	θ = 0.88	174392	0.223357
Query 1	θ = 0.98	72305	0.234787
Query 2	θ = 0.48	77542	0.02
Query 1	θ = 0.28	38361	0.01
Query 3	θ = 0.78	126618	0.100105
Query 2	θ = 0.78	191660	0.03
Query 1	θ = 0.78	166857	0.105351
Query 3	θ = 0.98	23544	0.129652
Query 2	θ = 0.98	52375	0.039901
Query 1	θ = 0.48	198219	0.01
Query 3	θ = 0.88	112749	0.190327
Query 3	θ = 0.78	72380	0.123352
Query 3	θ = 0.28	4165	0.02
Query 2	θ = 0.98	62075	0.045536
Query 3	θ = 0.88	165103	0.171602
Query 1	θ = 0.78	34506	0.195530
Query 2	θ = 0.98	54256	0.041032
Query 2	θ = 0.28	131517	0.01
Query 3	θ = 0.28	167762	0.01
Query 3	θ = 0.98	164807	0.232892
Query 1	θ = 0.28	97175	0.01
Query 2	θ = 0.88	70127	0.058087
Query 1	θ = 0.48	33744	0.065086
Query 3	θ = 0.48	64667	0.025134
Query 1	θ = 0.98	119640	0.273243
Query 1	θ = 0.88	116865	0.248571
Query 2	θ = 0.88	32888	0.076787
Query 2	θ = 0.78	110642	0.03
Query 3	θ = 0.28	40036	0.01
Query 2	θ = 0.28	180874	0.01
Query 1	θ = 0.28	174744	0.01
Query 1	θ = 0.48	173043	0.01
Query 3	θ = 0.78	106192	0.108441
Query 2	θ = 0.88	91407	0.048661
Query 1	θ = 0.78	166189	0.105727
Query 2	θ = 0.78	7137	0.008411
Query 3	θ = 0.48	46519	0.038333
Query 1	θ = 0.98	2736	0.144958
Query 1	θ = 0.28	164807	0.01
Query 2	θ = 0.48	155690	0.01
Query 1	θ = 0.98	156130	0.295856
Query 3	θ = 0.88	59473	0.213760
Query 2	θ = 0.28	160020	0.01
Query 3	θ = 0.48	96821	0.003060
Query 2	θ = 0.48	64842	0.02
Query 2	θ = 0.88	24817	0.081272
Query 1	θ = 0.28	74038	0.01
Query 3	θ = 0.48	35091	0.046929
Query 3	θ = 0.48	76864	0.016569
Query 2	θ = 0.98	109260	0.067997
Query 2	θ = 0.98	164820	0.086955
Query 3	θ = 0.48	1976	0.072086
Query 1	θ = 0.88	188625	0.217637
Query 2	θ = 0.88	142162	0.029163
Query 2	θ = 0.78	162024	0.03
Query 2	θ = 0.88	150868	0.026183
Query 2	θ = 0.28	174195	0.01
Query 1	θ = 0.88	1113	0.316824
Query 1	θ = 0.88	70164	0.272375
Query 2	θ = 0.88	113758	0.039607
Query 1	θ = 0.88	178426	0.221710
Query 1	θ = 0.78	115319	0.136517
Query 2	θ = 0.88	26962	0.080055
Query 2	θ = 0.28	148676	0.01
Query 2	θ = 0.88	145897	0.027872
Query 1	θ = 0.48	157663	0.001782
Query 3	θ = 0.88	19458	0.235254
Query 3	θ = 0.88	156955	0.174274
Query 2	θ = 0.88	106819	0.042318
Query 2	θ = 0.28	84400	0.01
Query 3	θ = 0.48	123231	0.01
Query 3	θ = 0.78	197145	0.074587
Query 3	θ = 0.88	117696	0.188404
Query 2	θ = 0.48	142906	0.02
Query 1	θ = 0.88	85579	0.264109
Query 1	θ = 0.78	47873	0.184747
Query 3	θ = 0.98	68608	0.174380
Query 2	θ = 0.48	96777	0.01
Query 1	θ = 0.98	129710	0.279965
Query 2	θ = 0.48	199741	0.02
Query 3	θ = 0.78	178066	0.081041
Query 1	θ = 0.78	46306	0.185991
Query 3	θ = 0.28	110243	0.01
Query 3	θ = 0.48	127910	0.01
Query 3	θ = 0.88	180130	0.166852
Query 3	θ = 0.28	79571	0.01
Query 1	θ = 0.48	78276	0.038604
Query 1	θ = 0.78	189557	0.092921
Query 1	θ = 0.78	107575	0.141588
Query 3	θ = 0.88	125017	0.185608
Query 2	θ = 0.48	5823	0.02
Query 1	θ = 0.48	92860	0.030995
Query 1	θ = 0.88	103907	0.254868
Query 3	θ = 0.28	138027	0.01
Query 1	θ = 0.28	182820	0.01
Query 3	θ = 0.88	124955	0.185632
Query 3	θ = 0.88	11790	0.239854
Query 3	θ = 0.88	142281	0.179320
Query 2	θ = 0.98	133277	0.076963
Query 2	θ = 0.88	54114	0.065752
Query 3	θ = 0.78	136481	0.096249
Query 2	θ = 0.98	17629	0.015557
Query 2	θ = 0.88	14154	0.087484
Query 3	θ = 0.98	138281	0.220080
Query 3	θ = 0.28	60555	0.01
Query 2	θ = 0.28	4254	0.01
Query 3	θ = 0.28	83390	0.01
Query 3	θ = 0.88	73471	0.207082
Query 2	θ = 0.98	101196	0.064653
Query 1	θ = 0.88	18665	0.304366
Query 2	θ = 0.88	104521	0.043241
Query 1	θ = 0.88	104916	0.254365
Query 1	θ = 0.48	147827	0.005290
Query 2	θ = 0.88	67235	0.059423
Query 1	θ = 0.88	121080	0.246592
Query 3	θ = 0.48	123081	0.01
Query 2	θ = 0.48	20611	0.02
Query 2	θ = 0.28	177825	0.01
Query 3	θ = 0.28	157620	0.01
Query 1	θ = 0.78	186783	0.094402
Query 1	θ = 0.88	104804	0.254421
Query 2	θ = 0.48	186402	0.01
Query 1	θ = 0.48	62125	0.047642
Query 1	θ = 0.48	32570	0.065833
Query 2	θ = 0.28	77905	0.01
Query 2	θ = 0.28	9808	0.01
Query 3	θ = 0.88	82217	0.203128
Query 1	θ = 0.98	193924	0.314910
Query 1	θ = 0.98	51086	0.212775
Query 1	θ = 0.98	184191	0.310304
Query 3	θ = 0.28	197350	0.01
Query 2	θ = 0.88	96358	0.046584
Query 2	θ = 0.98	149566	0.082351
Query 2	θ = 0.88	175703	0.018170
Query 2	θ = 0.78	127281	0.02
Query 1	θ = 0.98	196781	0.316230
Query 2	θ = 0.28	99992	0.01
Query 2	θ = 0.48	184566	0.03
Query 2	θ = 0.88	86168	0.050906
Query 2	θ = 0.98	66453	0.047941
Query 1	θ = 0.88	62638	0.276614
Query 3	θ = 0.98	42083	0.150060
Query 2	θ = 0.78	163980	0.04
Query 2	θ = 0.78	186188	0.04
Query 1	θ = 0.48	142265	0.007383
Query 2	θ = 0.48	13165	0.01
Query 3	θ = 0.28	111250	0.01
Query 2	θ = 0.88	83756	0.051948
Query 3	θ = 0.28	40302	0.02
Query 1	θ = 0.78	77641	0.162275
Query 2	θ = 0.48	57553	0.01
Query 3	θ = 0.88	121254	0.187034
Query 1	θ = 0.28	134628	0.01
Query 3	θ = 0.28	101835	0.01
Query 2	θ = 0.48	28297	0.02
Query 3	θ = 0.78	159795	0.087514
Query 3	θ = 0.98	185363	0.241607
Query 1	θ = 0.88	125768	0.244424
Query 3	θ = 0.48	91084	0.006882
Query 1	θ = 0.28	57285	0.01
Query 1	θ = 0.88	154718	0.231740
Query 3	θ = 0.78	192288	0.076198
Query 2	θ = 0.88	165312	0.021440
Query 3	θ = 0.48	159360	0.01
Query 1	θ = 0.98	117145	0.271490
Query 2	θ = 0.48	70500	0.01
Query 2	θ = 0.78	75152	0.02
Query 2	θ = 0.28	148434	0.01
Query 2	θ = 0.88	19479	0.084329
Query 1	θ = 0.88	52883	0.282322
Query 1	θ = 0.48	147125	0.005553
Query 1	θ = 0.48	159131	0.001307
Query 3	θ = 0.28	80449	0.01
Query 2	θ = 0.98	187118	0.093039
Query 1	θ = 0.98	4279	0.147568
Query 2	θ = 0.78	120295	0.03
Query 3	θ = 0.28	173212	0.01
Query 3	θ = 0.98	191269	0.243941
Query 1	θ = 0.28	179838	0.01
Query 3	θ = 0.88	11850	0.239816
Query 3	θ = 0.48	13800	0.062870
Query 1	θ = 0.28	58821	0.01
Query 1	θ = 0.48	191644	0.01
Query 3	θ = 0.78	30940	0.143814
Query 2	θ = 0.88	51665	0.066976
Query 1	θ = 0.78	46861	0.185549
Query 1	θ = 0.48	56782	0.050838
Query 2	θ = 0.28	14621	0.01
Query 3	θ = 0.78	175427	0.081955
Query 2	θ = 0.48	145407	0.01
Query 3	θ = 0.78	182177	0.079627
Query 1	θ = 0.48	39684	0.061337
Query 2	θ = 0.88	168018	0.020582
Query 2	θ = 0.88	197247	0.011754
Query 1	θ = 0.98	152300	0.293667
Query 3	θ = 0.78	102515	0.109992
Query 2	θ = 0.98	87321	0.058472
Query 3	θ = 0.48	180700	0.01
Query 1	θ = 0.98	63758	0.226360
Query 3	θ = 0.48	123447	0.01
Query 2	θ = 0.28	74070	0.01
Query 2	θ = 0.78	150245	0.05
Query 2	θ = 0.88	2898	0.094401
Query 2	θ = 0.28	13401	0.01
Query 3	θ = 0.28	86352	0.01
Query 2	θ = 0.28	74320	0.01
Query 1	θ = 0.28	152060	0.01
Query 2	θ = 0.78	20026	0.003409
Query 1	θ = 0.48	1723	0.086249
Query 2	θ = 0.98	190204	0.093833
Query 3	θ = 0.88	61165	0.212929
Query 2	θ = 0.78	98137	0.04
Query 1	θ = 0.98	148015	0.291190
Query 2	θ = 0.28	150176	0.01
Query 3	θ = 0.98	143645	0.222830
Query 3	θ = 0.98	126001	0.213441
Query 2	θ = 0.88	108695	0.041576
Query 3	θ = 0.28	16527	0.01
Query 3	θ = 0.78	51882	0.133153
Query 2	θ = 0.98	62816	0.045947
Query 3	θ = 0.98	33235	0.140721
Query 1	θ = 0.98	60733	0.223273
Query 3	θ = 0.88	152450	0.175797
Query 1	θ = 0.78	9354	0.208311
Query 2	θ = 0.78	168326	0.02
Query 1	θ = 0.88	160813	0.229081
Query 1	θ = 0.88	133079	0.241115
Query 2	θ = 0.48	149788	0.02
Query 2	θ = 0.88	125114	0.035294
Query 1	θ = 0.78	100024	0.146641
Query 2	θ = 0.48	107354	0.01
Query 3	θ = 0.78	127490	0.099762
Query 2	θ = 0.48	182077	0.01
Query 2	θ = 0.98	152639	0.083316
Query 1	θ = 0.78	20277	0.202724
Query 3	θ = 0.28	198874	0.01
Query 2	θ = 0.78	147963	0.02
Query 1	θ = 0.88	123585	0.245428
Query 2	θ = 0.88	122406	0.036299
Query 1	θ = 0.88	151154	0.233321
Query 3	θ = 0.88	116906	0.188704
Query 2	θ = 0.78	121657	0.05
Query 1	θ = 0.78	91604	0.152401
Query 1	θ = 0.48	173082	0.01
Query 1	θ = 0.78	189353	0.093029
Query 2	θ = 0.78	107045	0.02
Query 3	θ = 0.88	41012	0.223192
Query 3	θ = 0.48	182195	0.02
Query 3	θ = 0.88	113644	0.189976
Query 2	θ = 0.88	45990	0.069855
Query 1	θ = 0.48	113226	0.020776
Query 3	θ = 0.48	158257	0.01
Query 1	θ = 0.28	97353	0.01
Query 1	θ = 0.28	117158	0.01
Query 1	θ = 0.78	90171	0.153396
Query 1	θ = 0.28	26248	0.01
Query 2	θ = 0.28	132014	0.01
Query 2	θ = 0.98	59341	0.043989
Query 3	θ = 0.78	97545	0.112119
Query 2	θ = 0.28	151366	0.01
Query 3	θ = 0.48	124305	0.01
Query 3	θ = 0.48	186073	0.01
Query 1	θ = 0.48	102064	0.026320
Query 1	θ = 0.78	85745	0.156495
Query 1	θ = 0.78	57417	0.177322
Query 1	θ = 0.98	152460	0.293766
Query 3	θ = 0.28	56973	0.01
Query 3	θ = 0.88	91747	0.198972
Query 2	θ = 0.78	101639	0.04
Query 3	θ = 0.88	159636	0.173380
Query 3	θ = 0.88	178052	0.167496
Query 3	θ = 0.98	131319	0.216377
Query 3	θ = 0.48	183743	0.01
Query 3	θ = 0.28	57271	0.01
Query 2	θ = 0.28	136218	0.01
Query 1	θ = 0.88	12283	0.308774
Query 3	θ = 0.88	77797	0.205121
Query 2	θ = 0.78	125209	0.04
Query 1	θ = 0.98	160797	0.298467
Query 3	θ = 0.28	145648	0.01
Query 3	θ = 0.48	32473	0.048845
Query 2	θ = 0.88	188377	0.014353
Query 1	θ = 0.78	101663	0.145537
Query 3	θ = 0.28	94280	0.01
Query 3	θ = 0.98	184859	0.241404
Query 3	θ = 0.48	170748	0.02
Query 3	θ = 0.48	196045	0.01
Query 3	θ = 0.98	30422	0.137608
Query 1	θ = 0.78	193725	0.090713
Query 1	θ = 0.78	72957	0.165678
Query 2	θ = 0.28	9366	0.01
Query 1	θ = 0.48	158139	0.001628
Query 1	θ = 0.98	197029	0.316347
Query 3	θ = 0.78	172045	0.083134
Query 2	θ = 0.98	59993	0.044364
Query 3	θ = 0.98	113332	0.206048
Query 3	θ = 0.88	142889	0.179105
Query 3	θ = 0.88	86605	0.201195
Query 3	θ = 0.98	171618	0.235886
Query 2	θ = 0.28	186410	0.01
Query 1	θ = 0.98	33015	0.190987
Query 2	θ = 0.78	57405	0.03
Query 2	θ = 0.28	110852	0.01
Query 1	θ = 0.88	88747	0.262473
Query 1	θ = 0.88	75230	0.269601
Query 3	θ = 0.98	183007	0.240655
Query 2	θ = 0.98	31977	0.026517
Query 2	θ = 0.28	22919	0.01
Query 2	θ = 0.48	67994	0.02
Query 1	θ = 0.78	161086	0.108630
Query 2	θ = 0.28	158124	0.01
Query 3	θ = 0.28	141382	0.01
Query 3	θ = 0.28	36852	0.01
Query 2	θ = 0.98	114022	0.069881
Query 2	θ = 0.28	151718	0.01
Query 1	θ = 0.88	78038	0.268086
Query 1	θ = 0.88	199023	0.213630
Query 2	θ = 0.78	173786	0.03
Query 3	θ = 0.88	84144	0.202275
Query 2	θ = 0.98	27398	0.023158
Query 2	θ = 0.88	148059	0.027131
Query 2	θ = 0.28	154740	0.01
Query 3	θ = 0.98	112765	0.205703
Query 2	θ = 0.48	20288	0.02
Query 2	θ = 0.98	184403	0.092333
Query 2	θ = 0.88	183258	0.015868
Query 2	θ = 0.78	87225	0.04
Query 1	θ = 0.98	131804	0.281305
Query 1	θ = 0.48	123461	0.015811
Query 3	θ = 0.98	16398	0.120845
Query 1	θ = 0.98	158604	0.297269
Query 1	θ = 0.28	179716	0.01
Query 2	θ = 0.28	188151	0.01
Query 3	θ = 0.28	78889	0.01
Query 2	θ = 0.98	50839	0.038964
Query 2	θ = 0.98	92235	0.060740
Query 3	θ = 0.98	43142	0.151132
Query 2	θ = 0.88	181869	0.016283
Query 3	θ = 0.28	142029	0.01
Query 3	θ = 0.28	167643	0.01
Query 3	θ = 0.28	8101	0.01
Query 3	θ = 0.88	10564	0.240610
Query 1	θ = 0.88	5377	0.313697
Query 3	θ = 0.48	56703	0.030857
Query 2	θ = 0.28	54339	0.01
Query 3	θ = 0.98	130031	0.215673
Query 2	θ = 0.28	141063	0.01
Query 2	θ = 0.78	90573	0.06
Query 3	θ = 0.88	107621	0.192372
Query 1	θ = 0.48	77459	0.039038
Query 2	θ = 0.98	144198	0.080623
Query 2	θ = 0.98	143942	0.080540
Query 1	θ = 0.78	120309	0.133308
Query 2	θ = 0.98	90135	0.059776
Query 3	θ = 0.78	117301	0.103839
Query 2	θ = 0.88	65199	0.060379
Query 3	θ = 0.98	185843	0.241800
Query 1	θ = 0.28	54066	0.01
Query 1	θ = 0.98	110197	0.266507
Query 2	θ = 0.48	199532	0.02
Query 2	θ = 0.78	70740	0.06
Query 1	θ = 0.98	44118	0.204794
Query 2	θ = 0.48	163831	0.01
Query 1	θ = 0.88	184504	0.219264
Query 3	θ = 0.78	125600	0.100507
Query 2	θ = 0.98	91793	0.060539
Query 3	θ = 0.28	122892	0.01
Query 2	θ = 0.88	85176	0.051332
Query 3	θ = 0.88	128982	0.184122
Query 3	θ = 0.98	128891	0.215046
Query 3	θ = 0.78	68249	0.125284
Query 1	θ = 0.28	74551	0.01
Query 2	θ = 0.98	25644	0.021851
Query 1	θ = 0.98	380	0.140858
Query 3	θ = 0.98	172554	0.236290
